CellID,UMAP1,UMAP2
SRR3290188,17.446175,-3.6943583
SRR3290188,17.093817,-3.3346765
SRR3290188,16.67874,-1.8376086
SRR3290188,17.221125,-1.5896418
SRR3290188,18.044382,-2.08947
SRR3290188,17.74116,-5.1742725
SRR3290188,17.147036,-1.4269338
SRR3290188,17.875385,-4.626784
SRR3290188,16.287739,-2.3481672
SRR3290188,17.451836,-1.7007029
SRR3290188,15.654153,-1.804762
SRR3290188,16.990889,-1.689412
SRR3290188,16.877281,-0.43348566
SRR3290188,16.197643,-3.3163657
SRR3290188,17.12567,-2.2063024
SRR3290188,17.716362,-2.455182
SRR3290188,17.18559,-2.0063279
SRR3290188,18.43357,-2.956999
SRR3290188,15.601049,-2.480433
SRR3290188,18.434256,-1.9872975
SRR3290188,18.319202,-2.8282034
SRR3290188,16.039759,-1.5257221
SRR3290188,15.5394535,-1.6856407
SRR3290188,17.737146,-4.175371
SRR3290188,16.758541,-1.5002615
SRR3290188,16.75967,-3.352423
SRR3290188,17.316877,-3.1461632
SRR3290188,16.893293,-2.348986
SRR3290188,17.304737,-3.889989
SRR3290188,17.27667,-4.6801353
SRR3290188,16.589586,-3.5850132
SRR3290188,17.999277,-4.4712033
SRR3290188,15.989084,-2.4401135
SRR3290188,16.10435,-2.6259208
SRR3290188,17.01264,-3.7982273
SRR3290188,17.612288,-4.6041226
SRR3290188,17.80958,-3.469265
SRR3290188,18.00876,-4.4334364
SRR3290188,16.953836,-3.2785213
SRR3290188,15.612901,-2.0880523
SRR3290188,16.809643,-2.8919995
SRR3290188,17.47634,-2.2869022
SRR3290188,16.096003,-2.6770186
SRR3290188,17.646069,-4.03938
SRR3290188,16.582556,-0.8025046
SRR3290188,16.67375,-1.0488328
SRR3290188,16.872261,-3.2677464
SRR3290188,16.57326,-2.2750099
SRR3290188,17.26153,-1.8458818
SRR3290188,16.263891,-2.641783
SRR3290188,17.20366,-3.3621683
SRR3290188,17.373678,-4.0754204
SRR3290188,18.227524,-2.4702318
SRR3290188,15.662011,-2.312814
SRR3290188,17.09021,-3.1270535
SRR3290188,16.985767,-2.501505
SRR3290188,15.690198,-2.5381448
SRR3290188,17.486525,-3.4340167
SRR3290188,16.188356,-2.9501486
SRR3290188,17.5933,-4.365419
SRR3290188,17.754734,-4.933402
SRR3290188,15.862804,-2.906457
SRR3290188,17.85383,-2.3590126
SRR3290188,16.816086,-2.6474633
SRR3290188,17.315992,-2.3824005
SRR3290188,17.637207,-4.3917074
SRR3290188,17.975544,-2.0274749
SRR3290188,16.7273,-3.706638
SRR3290188,17.925522,-2.7634203
SRR3290188,16.549229,-0.9454184
SRR3290188,18.065805,-3.2990162
SRR3290188,17.08936,-2.3886478
SRR3290188,16.676043,-2.412114
SRR3290188,16.65582,-3.168787
SRR3290188,15.768197,-2.2781253
SRR3290188,16.492682,-1.9383653
SRR3290188,17.371887,-2.7856095
SRR3290188,17.506351,-3.3809545
SRR3290188,17.575686,-2.610728
SRR3290188,17.301395,-4.0521045
SRR3290188,17.190516,-3.4353125
SRR3290188,17.965988,-3.21768
SRR3290188,17.100407,-3.7633238
SRR3290188,4.140015,0.65694195
SRR3290188,17.762041,-4.9426556
SRR3290188,17.3685,-3.5204499
SRR3290188,15.394705,-1.6456155
SRR3290188,17.87657,-5.106715
SRR3290188,17.522938,-2.228669
SRR3290188,16.21052,-1.282048
SRR3290188,16.467966,-2.3344293
SRR3290188,17.301083,-4.1806736
SRR3290188,17.722448,-4.998347
SRR3290188,17.008642,-3.932238
SRR3290188,17.256355,-2.5622923
SRR3290188,16.787645,-2.6034603
SRR3290188,17.725586,-4.7706494
SRR3290188,17.71542,-3.5398133
SRR3290188,17.122963,-3.6344497
SRR3290188,17.359571,-3.129108
SRR3290188,16.551655,-1.2164129
SRR3290188,16.3839,-2.2031093
SRR3290188,16.317497,-3.2146118
SRR3290188,4.499499,0.71563274
SRR3290188,17.002645,-3.2613144
SRR3290188,16.838076,-0.8023757
SRR3290188,16.14434,-1.4798394
SRR3290188,17.754766,-2.1508124
SRR3290188,17.498705,-3.8497403
SRR3290188,17.055584,-3.3722467
SRR3290188,16.490408,-2.0847292
SRR3290188,16.810305,-2.8251634
SRR3290188,16.93554,-2.7209184
SRR3290188,17.293577,-2.8822205
SRR3290188,17.323483,0.08365586
SRR3290188,17.706465,-4.541779
SRR3290188,16.698378,-3.345516
SRR3290188,16.51728,-2.676657
SRR3290188,16.80865,-3.4489164
SRR3290188,17.615543,-3.033119
SRR3290188,16.068653,-2.2816386
SRR3290188,17.324186,-2.9121125
SRR3290188,17.688536,-1.8590482
SRR3290188,16.09975,-3.1219485
SRR3290188,16.786352,-1.4521831
SRR3290188,17.054153,-3.367323
SRR3290188,17.52274,-2.1147265
SRR3290188,16.845776,-2.9071217
SRR3290188,16.017735,-0.8226356
SRR3290188,16.606665,-1.7430422
SRR3290188,17.232758,-2.6219158
SRR3290188,16.623728,-3.6044393
SRR3290188,17.91405,-2.607986
SRR3290188,17.950834,-3.3619728
SRR3290188,16.099167,-2.773447
SRR3290188,16.12936,-2.1862803
SRR3290188,17.408848,-2.6024117
SRR3290188,16.366516,-1.8669823
SRR3290188,17.909021,-3.035865
SRR3290188,16.494991,-2.4909775
SRR3290188,18.189003,-2.758477
SRR3290188,17.84252,-2.5919263
SRR3290188,16.44835,-0.83595145
SRR3290188,17.664736,-3.498944
SRR3290188,17.069674,-1.8712983
SRR3290188,16.763283,-2.1192102
SRR3290188,15.989719,-2.0434897
SRR3290188,16.82116,-1.8052377
SRR3290188,16.341288,-1.2864445
SRR3290188,17.60288,-1.2983918
SRR3290188,18.553417,-2.1500897
SRR3290188,17.276415,-3.0379624
SRR3290188,17.381647,-1.9985985
SRR3290188,16.059925,-1.9745343
SRR3290188,17.581226,-3.7956583
SRR3290188,18.110258,-2.9785826
SRR3290188,16.484354,-2.7123213
SRR3290188,17.671146,-3.7810133
SRR3290188,15.223713,-1.8646983
SRR3290188,16.962986,-2.0023377
SRR3290188,17.736015,-5.028605
SRR3290188,17.61325,-4.877881
SRR3290188,15.928846,-2.8841965
SRR3290188,16.328781,-2.1850593
SRR3290188,16.44842,-2.3175306
SRR3290188,16.942106,-1.3855323
SRR3290188,17.888134,-4.946601
SRR3290188,16.479536,-2.247162
SRR3290190,17.899546,-2.9283533
SRR3290190,18.209335,-5.1343617
SRR3290190,18.328133,-2.4073293
SRR3290190,16.970915,-2.9970424
SRR3290190,16.640621,-2.9047096
SRR3290190,18.133118,-1.7503703
SRR3290190,18.144312,-3.000144
SRR3290190,18.694984,-2.33446
SRR3290190,17.546448,-2.2026916
SRR3290190,18.416384,-3.7825189
SRR3290190,18.190035,-5.069053
SRR3290190,17.396412,-1.9347507
SRR3290190,18.676323,-2.9430363
SRR3290190,18.515556,-2.3338916
SRR3290190,17.994673,0.022403937
SRR3290190,18.02509,-2.179624
SRR3290190,18.213654,-2.532079
SRR3290190,18.874481,-2.598623
SRR3290190,17.257395,-2.420828
SRR3290190,18.181559,-3.5630114
SRR3290190,18.185312,-2.2912157
SRR3290190,17.915182,-1.3104383
SRR3290190,18.124022,-5.1637087
SRR3290190,16.407043,-1.7007104
SRR3290190,18.170265,-2.5367527
SRR3290190,18.128086,-1.5958912
SRR3290190,18.411285,-4.870811
SRR3290190,18.28076,-1.1916264
SRR3290190,18.563612,-2.2754173
SRR3290190,18.033613,-2.6759052
SRR3290190,19.381453,0.39904514
SRR3290190,18.01087,-2.1421921
SRR3290190,17.839886,-1.3043381
SRR3290190,18.450924,-2.9765916
SRR3290190,17.07779,-2.6452827
SRR3290190,17.128511,-1.6439631
SRR3290190,18.914967,-1.4000117
SRR3290190,16.99962,-2.3454266
SRR3290190,17.313332,-1.9369694
SRR3290190,17.716228,-2.2030973
SRR3290190,18.28743,-4.5017233
SRR3290190,18.189829,-2.983219
SRR3290190,16.231953,-1.8120339
SRR3290190,17.338598,-2.3277643
SRR3290190,18.379013,-3.2446718
SRR3290190,18.502447,-2.5901477
SRR3290190,17.789417,-1.8631487
SRR3290190,17.755028,-2.323387
SRR3290190,16.447464,-3.6260433
SRR3290190,16.65565,-1.0256016
SRR3290190,16.872318,-2.6988542
SRR3290190,18.446684,-2.6630614
SRR3290190,18.14874,-5.163226
SRR3290190,16.920145,-1.4249184
SRR3290190,18.294474,-3.341503
SRR3290190,18.297285,-3.534812
SRR3290190,17.665068,-2.8445623
SRR3290190,18.596651,-2.6809018
SRR3290190,18.786158,-2.6565158
SRR3290190,18.262514,-5.01394
SRR3290190,17.929314,-1.976364
SRR3290190,16.752449,-3.4526951
SRR3290190,17.499306,-3.4390857
SRR3290190,17.468754,-2.9807742
SRR3290190,17.788889,-1.4726497
SRR3290190,16.958755,-3.1416929
SRR3290190,16.227215,-1.2707196
SRR3290190,18.110682,-1.9419693
SRR3290190,18.033138,-0.4405001
SRR3290190,18.503607,-2.6596243
SRR3290190,17.92051,-1.1593453
SRR3290190,17.913725,-2.2588637
SRR3290190,17.635332,-2.9449408
SRR3290190,18.371645,-2.0731537
SRR3290190,18.260633,-3.0142708
SRR3290190,17.955164,-1.5042104
SRR3290190,17.148651,-3.154911
SRR3290190,17.7236,-2.097452
SRR3290190,18.636976,-3.1715071
SRR3290190,17.958988,-5.2090125
SRR3290190,17.467035,-3.3970375
SRR3290190,18.39278,-1.691451
SRR3290190,18.420877,-3.2524977
SRR3290190,17.48979,-2.5682714
SRR3290190,16.240948,-1.5146524
SRR3290190,17.884653,-3.371803
SRR3290190,18.266548,-4.8962154
SRR3290190,16.331198,-1.9646266
SRR3290190,18.58618,-2.0960238
SRR3290190,17.887913,-0.8352086
SRR3290190,16.158417,-2.3168457
SRR3290190,17.033731,-2.019391
SRR3290190,17.639435,-3.2613463
SRR3290190,18.017256,-3.0111156
SRR3290190,17.974918,-2.3116374
SRR3290190,16.82104,-1.2330376
SRR3290190,17.81532,-1.5569466
SRR3290190,17.364748,-2.9267426
SRR3290190,18.180418,-2.3365839
SRR3290190,16.12188,-2.869786
SRR3290190,18.168068,-3.3028197
SRR3290190,16.971798,-2.4040933
SRR3290190,18.926537,-1.9464025
SRR3290190,16.553135,-2.589443
SRR3290190,18.769056,-3.0542681
SRR3290190,17.431852,-3.7237015
SRR3290190,17.515266,-1.6073517
SRR3290190,18.175076,-1.3437303
SRR3290190,15.989255,-1.3309697
SRR3290190,18.637836,-3.0678804
SRR3290190,18.1724,-5.0486917
SRR3290190,15.905497,-2.0018578
SRR3290190,17.847563,-3.3233082
SRR3290190,17.995743,-1.9004645
SRR3290190,16.982101,-2.545244
SRR3290190,18.595407,-2.371275
SRR3290190,17.201485,-2.1894825
SRR3290190,17.669548,-3.5216167
SRR3290190,17.666832,-2.251638
SRR3290190,16.512636,-1.4264148
SRR3290190,18.10536,-1.9359534
SRR3290190,16.788162,-2.5871594
SRR3290190,16.351194,-1.9607136
SRR3290190,18.362509,-3.4150596
SRR3290190,17.885078,-2.6656482
SRR3290190,17.885181,-1.7583408
SRR3290190,17.578337,-2.0759363
SRR3290190,17.952414,-3.0461833
SRR3290190,17.216257,-1.9417115
SRR3290190,17.265688,-1.3028381
SRR3290190,18.140696,-1.2570167
SRR3290190,18.206459,-3.0089872
SRR3290190,18.01783,-2.8562698
SRR3290190,17.001305,-2.3841736
SRR3290190,17.676805,-0.7424638
SRR3290190,16.231289,-1.2682228
SRR3290190,17.327826,-1.8976511
SRR3290190,17.922739,-2.7136004
SRR3290190,17.757189,-2.3420775
SRR3290193,17.8923,0.56676304
SRR3290193,17.260122,-0.114693806
SRR3290193,18.547306,-1.4280559
SRR3290193,18.956646,-1.7470601
SRR3290193,17.75589,1.2725843
SRR3290193,19.199978,-1.2301623
SRR3290193,18.369606,0.16645159
SRR3290193,19.507187,0.43994266
SRR3290193,19.189342,0.42257094
SRR3290193,20.908442,-2.2024002
SRR3290193,16.53741,-1.6778346
SRR3290193,19.185398,0.47456774
SRR3290193,17.323265,-0.29621792
SRR3290193,20.3936,-1.7064487
SRR3290193,17.918114,0.82428104
SRR3290193,20.80871,-2.3197408
SRR3290193,18.652523,-0.41043606
SRR3290193,16.693539,0.2007768
SRR3290193,19.002562,0.57105714
SRR3290193,18.069054,0.6112248
SRR3290193,18.74985,-0.04016206
SRR3290193,18.63149,0.85312766
SRR3290193,19.972128,-0.2464796
SRR3290193,18.754242,-0.8731943
SRR3290193,20.61117,-1.5780046
SRR3290193,17.637943,-0.6466482
SRR3290193,18.616222,1.4207768
SRR3290193,18.325958,-0.72035503
SRR3290193,17.812805,-1.0757478
SRR3290193,19.574282,0.24188757
SRR3290193,20.152615,-1.2561427
SRR3290193,18.642637,1.0920436
SRR3290193,19.821642,-2.4404135
SRR3290193,18.892548,0.87662923
SRR3290193,18.805225,-1.6214098
SRR3290193,18.25812,-1.0398358
SRR3290193,18.836227,-1.5463116
SRR3290193,17.82271,0.4795778
SRR3290193,17.005339,-1.104243
SRR3290193,18.696032,-0.106499895
SRR3290193,19.50691,0.029655145
SRR3290193,19.161943,0.14259595
SRR3290193,18.563194,-0.034974556
SRR3290193,20.585924,-1.7484474
SRR3290193,17.894629,-1.4063891
SRR3290193,21.117607,-2.2551873
SRR3290193,18.452099,-0.8202337
SRR3290193,18.915693,-1.7720257
SRR3290193,17.379557,-0.023707096
SRR3290193,17.474464,-0.50084877
SRR3290193,17.432564,0.7803679
SRR3290193,17.718702,-0.6146625
SRR3290193,21.01026,-2.1222804
SRR3290193,18.549166,-0.9882403
SRR3290193,18.052103,0.39629623
SRR3290193,20.10001,0.21194543
SRR3290193,17.629353,-0.13401076
SRR3290193,18.307024,-0.23741947
SRR3290193,17.168678,-0.06535167
SRR3290193,18.553019,-0.8860587
SRR3290193,20.57988,-1.8370491
SRR3290193,18.752518,-1.1781482
SRR3290193,19.994297,-0.70268035
SRR3290193,18.42906,-0.054830067
SRR3290193,17.193659,-1.4698769
SRR3290193,17.915949,-0.58361655
SRR3290193,16.676762,-0.28144133
SRR3290193,18.318913,1.2061709
SRR3290193,18.282473,-1.5909892
SRR3290193,18.106049,0.11299349
SRR3290193,18.05247,-0.4470911
SRR3290193,17.62068,0.25366294
SRR3290193,18.5144,0.29765916
SRR3290193,17.168627,-1.2150754
SRR3290193,17.076923,-1.2690413
SRR3290193,18.958103,0.54154587
SRR3290193,18.161804,-0.4309327
SRR3290193,18.676607,-0.6336394
SRR3290193,19.590057,-0.8235664
SRR3290193,16.461878,-1.2217096
SRR3290193,21.048607,-1.9474288
SRR3290193,17.137226,0.8847305
SRR3290193,18.37524,-0.07329126
SRR3290193,19.776957,-0.11816836
SRR3290193,18.589779,1.4120524
SRR3290193,18.016394,1.0945344
SRR3290193,19.295649,-0.92355144
SRR3290193,17.290884,0.20939803
SRR3290193,18.378023,-1.1019388
SRR3290193,18.417063,0.3007702
SRR3290193,17.384478,-0.31663734
SRR3290193,17.314936,0.6952958
SRR3290193,19.283014,0.3183063
SRR3290193,18.368677,-0.8076919
SRR3290193,17.525896,-0.07083021
SRR3290193,17.898985,0.07236803
SRR3290193,19.200928,-0.27845263
SRR3290193,18.71329,-0.8965362
SRR3290193,20.172274,-1.8310187
SRR3290193,16.813128,0.42862216
SRR3290193,20.982792,-2.0996356
SRR3290193,19.206127,1.8834856
SRR3290193,18.123075,-1.0528983
SRR3290193,19.754885,0.2813514
SRR3290193,19.195713,0.19296052
SRR3290193,18.903187,-0.020063415
SRR3290193,18.070814,-0.09614195
SRR3290193,19.740755,-2.031293
SRR3290193,17.683443,0.19916587
SRR3290193,18.513508,-0.7381192
SRR3290193,19.613579,-1.5691758
SRR3290193,18.213104,0.6711216
SRR3290193,18.396133,-1.2135994
SRR3290193,17.11963,-0.06219266
SRR3290193,18.690075,0.5397753
SRR3290193,19.129915,0.10211736
SRR3290193,19.321512,-1.8174218
SRR3290193,19.142822,0.08043896
SRR3290193,18.182991,-0.7064382
SRR3290193,17.085506,-0.041941363
SRR3290193,20.822075,-1.5253382
SRR3290193,18.96648,1.9318117
SRR3290193,16.92332,-1.2070559
SRR3290193,17.892277,-0.19013679
SRR3290193,18.946327,-1.4904425
SRR3290193,17.824652,0.42192328
SRR3290193,20.002132,0.019908108
SRR3290193,17.583096,0.19138907
SRR3290193,17.7234,0.4664177
SRR3290193,18.859264,-0.7533731
SRR3290193,17.061062,-0.6560496
SRR3290193,18.235237,1.7726009
SRR3290193,17.060537,-0.72049356
SRR3290193,19.288807,-0.5350356
SRR3290193,19.055456,-0.8961094
SRR3290193,16.278929,-1.702929
SRR3290193,18.091866,0.4270643
SRR3290193,16.920507,0.37031755
SRR3290193,18.668512,1.021573
